Receipt Item Detail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cabang : All Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alamat : -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Staff : All Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode : 01/01/2025 - 31/01/2025 00:00 - 23:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No. Receipt;Reff No.;Transaction Date;Store;Order Type;Cashier;Customer;Payment Type;Type;Repayment Date;Table No.;Settlement No.;Item Name;Category;Sub Category;Modifier;Qty;Unit Price;Item Sales;Discount Item;Discount Bill;Amount Redeem;Net Sales;Service Persen;Service;Delivery;Tax Persen;Tax;Comm Fee;Gratuity;Rounding;DP Pemesanan;Total;Company Name;Telepon;Telepon WA;Email;Alamat;No. Rekening;Nama Pemilik Rekening;Bill Counter
0010100020;121690010102012519360400020;2025-01-02 19:36:04;NEO STATION;DINE IN;OCES;a ejong;cash;Sale;;meja ejong;25-0004;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100020;121690010102012519360400020;2025-01-02 19:36:04;NEO STATION;DINE IN;OCES;a ejong;cash;Sale;;meja ejong;25-0004;BEEF YAKINIKU;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100020;121690010102012519360400020;2025-01-02 19:36:04;NEO STATION;DINE IN;OCES;a ejong;cash;Sale;;meja ejong;25-0004;TELOR;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100020;121690010102012519360400020;2025-01-02 19:36:04;NEO STATION;DINE IN;OCES;a ejong;cash;Sale;;meja ejong;25-0004;RED VELVET LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100020;121690010102012519360400020;2025-01-02 19:36:04;NEO STATION;DINE IN;OCES;a ejong;cash;Sale;;meja ejong;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100021;121690010102012519364700021;2025-01-02 19:36:47;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0004;CHICKEN YAKINIKU;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100022;121690010102012519380300022;2025-01-02 19:38:03;NEO STATION;DINE IN;OCES;;cash;Sale;;meja hoblos;25-0004;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100022;121690010102012519380300022;2025-01-02 19:38:03;NEO STATION;DINE IN;OCES;;cash;Sale;;meja hoblos;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;3; 20.000 ; 60.000 ; 0 ; 0 ; 0 ; 60.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 60.000 ;Neo Station;;;;;;;-
0010100022;121690010102012519380300022;2025-01-02 19:38:03;NEO STATION;DINE IN;OCES;;cash;Sale;;meja hoblos;25-0004;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100022;121690010102012519380300022;2025-01-02 19:38:03;NEO STATION;DINE IN;OCES;;cash;Sale;;meja hoblos;25-0004;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100022;121690010102012519380300022;2025-01-02 19:38:03;NEO STATION;DINE IN;OCES;;cash;Sale;;meja hoblos;25-0004;HOT TOFU CRISPY;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100022;121690010102012519380300022;2025-01-02 19:38:03;NEO STATION;DINE IN;OCES;;cash;Sale;;meja hoblos;25-0004;NASI PUTIH;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100022;121690010102012519380300022;2025-01-02 19:38:03;NEO STATION;DINE IN;OCES;;cash;Sale;;meja hoblos;25-0004;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100033;121690010109122422471800033;2025-01-02 19:38:49;NEO STATION;DINE IN;OCES;ejp;cash;Sale;;84;25-0004;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100033;121690010109122422471800033;2025-01-02 19:38:49;NEO STATION;DINE IN;OCES;ejp;cash;Sale;;84;25-0004;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100033;121690010109122422471800033;2025-01-02 19:38:49;NEO STATION;DINE IN;OCES;ejp;cash;Sale;;84;25-0004;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;5; 25.000 ; 125.000 ; 0 ; 0 ; 0 ; 125.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 125.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;4; 20.000 ; 80.000 ; 0 ; 0 ; 0 ; 80.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 80.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;HOT TOFU CRISPY;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;MANGO NOON;HEALTHY  SMOOTHIE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;SPAGHETTI CARBONARA;PASTA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;CHICKEN SPICY WINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;Redvelvet Cheese;Cookies;;;1; 18.000 ; 18.000 ; 0 ; 0 ; 0 ; 18.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 18.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;CALAMARI RINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100023;121690010102012519402000023;2025-01-02 19:40:20;NEO STATION;DINE IN;OCES;wiwaw;cash;Sale;;87;25-0004;LYCHEE TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100011;121690010104122420351800011;2025-01-02 19:41:39;NEO STATION;DINE IN;OCES;aceng;cash;Sale;;1;25-0004;Kopi Sultan;COFFEE;;;3; 15.000 ; 45.000 ; 0 ; 0 ; 0 ; 45.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 45.000 ;Neo Station;;;;;;;-
0010100011;121690010104122420351800011;2025-01-02 19:41:39;NEO STATION;DINE IN;OCES;aceng;cash;Sale;;1;25-0004;BEEF TERIYAKI;MAIN COURSE ASIAN;;;1; 37.000 ; 37.000 ; 0 ; 0 ; 0 ; 37.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 37.000 ;Neo Station;;;;;;;-
0010100011;121690010104122420351800011;2025-01-02 19:41:39;NEO STATION;DINE IN;OCES;aceng;cash;Sale;;1;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100011;121690010104122420351800011;2025-01-02 19:41:39;NEO STATION;DINE IN;OCES;aceng;cash;Sale;;1;25-0004;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100011;121690010104122420351800011;2025-01-02 19:41:39;NEO STATION;DINE IN;OCES;aceng;cash;Sale;;1;25-0004;CHICKEN SPICY WINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;2; 20.000 ; 40.000 ; 0 ; 0 ; 0 ; 40.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 40.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;2; 25.000 ; 50.000 ; 0 ; 0 ; 0 ; 50.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 50.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;RED VELVET LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;Baileys Coffee;Coffee Signature;;;2; 30.000 ; 60.000 ; 0 ; 0 ; 0 ; 60.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 60.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;Baileys Creamy;Coffee Signature;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;BEEF DONBURI;MAIN COURSE ASIAN;;;1; 37.000 ; 37.000 ; 0 ; 0 ; 0 ; 37.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 37.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100024;121690010102012519433000024;2025-01-02 19:43:30;NEO STATION;DINE IN;OCES;mas melow;cash;Sale;;5;25-0004;LEMON TEA;TEA;;;2; 20.000 ; 40.000 ; 0 ; 0 ; 0 ; 40.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 40.000 ;Neo Station;;;;;;;-
0010100025;121690010102012519440100025;2025-01-02 19:44:01;NEO STATION;DINE IN;OCES;sulay;cash;Sale;;6;25-0004;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100025;121690010102012519440100025;2025-01-02 19:44:01;NEO STATION;DINE IN;OCES;sulay;cash;Sale;;6;25-0004;NASI PUTIH;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100003;121690010130112417163100003;2025-01-02 19:44:22;NEO STATION;DINE IN;OCES;opal;cash;Sale;;meja 1;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100003;121690010130112417163100003;2025-01-02 19:44:22;NEO STATION;DINE IN;OCES;opal;cash;Sale;;meja 1;25-0004;HOT TOFU CRISPY;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100026;121690010102012519444600026;2025-01-02 19:44:46;NEO STATION;DINE IN;OCES;;cash;Sale;;meja chandra;25-0004;MANGO NOON;HEALTHY  SMOOTHIE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100026;121690010102012519444600026;2025-01-02 19:44:46;NEO STATION;DINE IN;OCES;;cash;Sale;;meja chandra;25-0004;LYCHEE TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100026;121690010102012519444600026;2025-01-02 19:44:46;NEO STATION;DINE IN;OCES;;cash;Sale;;meja chandra;25-0004;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;9; 25.000 ; 225.000 ; 0 ; 0 ; 0 ; 225.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 225.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;HOT TOFU CRISPY;LIGHT MEALS;;;3; 23.000 ; 69.000 ; 0 ; 0 ; 0 ; 69.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 69.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;Baileys Creamy;Coffee Signature;;;2; 28.000 ; 56.000 ; 0 ; 0 ; 0 ; 56.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 56.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;CHICKEN KARAAGE CURRY;MAIN COURSE ASIAN;;;2; 37.000 ; 74.000 ; 0 ; 0 ; 0 ; 74.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 74.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100027;121690010102012519463500027;2025-01-02 19:46:35;NEO STATION;DINE IN;OCES;fadil;cash;Sale;;ruangan vip;25-0004;TELOR;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;2; 20.000 ; 40.000 ; 0 ; 0 ; 0 ; 40.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 40.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;BEEF TERIYAKI;MAIN COURSE ASIAN;;;3; 37.000 ; 111.000 ; 0 ; 0 ; 0 ; 111.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 111.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;TELOR;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;CHICKEN TERIYAKI;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;TELOR;Additional Kitchen;;;2; 5.000 ; 10.000 ; 0 ; 0 ; 0 ; 10.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 10.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;CHICKEN SPICY WINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100028;121690010102012519471600028;2025-01-02 19:47:16;NEO STATION;DINE IN;OCES;bagood;cash;Sale;;meja bagud;25-0004;ONION RINGS;LIGHT MEALS;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100001;121690010103012509425000001;2025-01-03 09:42:50;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0005;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100003;121690010103012513131700003;2025-01-03 13:13:17;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0005;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100004;121690010103012513392600004;2025-01-03 13:39:26;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0005;CAFFE LATTE;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
